N,P,K,temperature,humidity,ph,rainfall,label
13,39,23,28.478926,61.824568,5.902438,52.062052,mothbeans
20,39,23,24.999877,57.679581,6.112103,57.813408,mothbeans
2,38,23,26.65333,63.181803,7.550091,32.711293,mothbeans
7,36,23,24.41346,59.054684,8.853377,42.326436,mothbeans
11,36,23,26.340433,53.766234,7.214079,35.034044,mothbeans
18,36,23,27.335809,53.766234,8.050304,35.034044,mothbeans
18,36,23,24.018254,53.766234,7.214079,35.034044,mothbeans
6,35,23,25.051342,57.648913,8.93595,42.464926,mothbeans
30,35,23,30.072062,46.552339,7.907734,68.675935,mothbeans
31,35,23,30.302605,47.182836,7.707595,68.040398,mothbeans
4,60,22,29.487505,48.628164,8.906919,41.948797,mothbeans
4,59,22,29.337434,49.003231,8.914075,42.440543,mothbeans
4,59,22,29.337434,49.003231,7.881186,42.440543,mothbeans
11,59,22,31.0062,53.842086,5.585218,64.789745,mothbeans
21,59,22,27.821973,52.629371,4.408118,36.035123,mothbeans
23,59,22,29.298543,48.881329,5.248121,34.671203,mothbeans
2,57,22,26.220125,45.862263,7.745556,52.60695,mothbeans
7,57,22,27.329461,41.2296,5.192545,55.020242,mothbeans
21,57,22,28.66036,59.076765,6.148283,35.737594,mothbeans
19,56,22,28.530973,49.984403,5.716852,65.52578,mothbeans
8,55,22,26.53289,42.568852,5.530299,53.511951,mothbeans
15,55,22,28.513361,49.249132,5.172236,64.32018,mothbeans
22,55,22,30.382579,40.592607,7.115994,48.46797,mothbeans
34,55,22,25.571612,50.513053,7.417607,31.704137,mothbeans
35,55,22,30.888831,52.626968,8.63493,55.519324,mothbeans
36,55,22,25.388051,49.303201,7.414955,34.158413,mothbeans
26,54,22,30.024794,48.592243,4.954969,53.249189,mothbeans
27,54,22,29.251435,50.304991,4.898229,50.91469,mothbeans
36,53,22,30.923052,52.561784,8.616133,55.531118,mothbeans
19,51,22,25.446891,58.553636,6.164963,55.216067,mothbeans
20,50,22,30.996947,46.426937,9.406888,38.315979,mothbeans
22,49,22,28.234947,61.562052,3.711059,72.666664,mothbeans
22,49,22,28.234947,58.553636,6.164963,57.048266,mothbeans
29,49,22,31.493981,61.562052,8.869797,72.666664,mothbeans
20,48,22,30.737991,46.169958,9.241731,37.807346,mothbeans
4,45,22,25.506346,64.955854,4.193189,72.192458,mothbeans
7,45,22,25.506346,44.830255,9.926212,74.326351,mothbeans
35,45,22,30.436837,55.20522,8.63493,55.519324,mothbeans
36,45,22,24.995647,51.800362,4.526394,36.582468,mothbeans
7,43,22,25.506346,44.830255,9.926212,46.193746,mothbeans
17,43,22,30.061426,45.900677,5.498341,41.055092,mothbeans
22,43,22,31.28589,51.629338,8.971721,73.651213,mothbeans
24,43,22,25.350499,53.344236,4.52059,48.772329,mothbeans
27,43,22,31.805291,57.152561,5.872979,44.501255,mothbeans
32,43,22,31.999286,54.107746,5.270749,71.62667,mothbeans
32,43,22,31.930912,52.035335,5.403312,69.410001,mothbeans
22,42,22,25.542491,56.966408,7.887659,48.46797,mothbeans
22,42,22,25.521566,57.036261,7.877285,48.429699,mothbeans
31,42,22,31.763859,58.180467,6.947584,68.337996,mothbeans
36,42,22,27.255667,43.255981,3.515842,41.853136,mothbeans
37,42,22,29.413963,61.498797,8.086442,42.359852,mothbeans
11,41,22,29.015935,60.773467,5.858402,51.043131,mothbeans
28,41,22,31.254346,56.151309,6.038806,43.18572,mothbeans
39,41,22,29.343174,60.503209,8.869797,64.568076,mothbeans
25,40,22,24.727743,59.782676,8.195494,36.494142,mothbeans
28,40,22,31.286701,62.880034,8.861135,67.291218,mothbeans
13,39,22,29.083357,62.43812,8.183523,71.554214,mothbeans
24,38,22,24.478765,58.516639,8.202706,34.969333,mothbeans
34,38,22,25.318261,64.102172,9.156021,34.619594,mothbeans
5,37,22,24.045174,59.360729,8.860448,38.576458,mothbeans
19,37,22,26.016259,58.934959,6.399666,58.544314,mothbeans
21,37,22,27.206723,62.414951,5.807445,63.066223,mothbeans
6,36,22,24.216103,59.792363,8.869533,42.247835,mothbeans
17,36,22,24.030603,53.653137,7.243943,38.21722,mothbeans
19,36,22,25.446891,58.553636,6.164963,57.048266,mothbeans
19,36,22,24.018254,53.99845,7.168122,36.347994,mothbeans
39,36,22,29.343174,60.503209,9.072011,34.033355,mothbeans
17,35,22,28.929526,53.570147,5.498341,41.055092,mothbeans
32,35,22,30.302605,47.182836,7.707595,68.040398,mothbeans
3,60,21,25.313906,46.895375,9.146667,57.040994,mothbeans
3,58,21,25.361405,46.826528,9.160692,55.605232,mothbeans
5,58,21,29.107464,49.562269,8.896448,43.176503,mothbeans
35,58,21,25.928036,49.529885,7.590309,31.819963,mothbeans
36,58,21,28.82146,59.838414,8.429852,37.191024,mothbeans
15,56,21,28.512471,48.701855,4.985854,64.571089,mothbeans
36,56,21,25.715,49.270525,7.395635,33.168256,mothbeans
37,56,21,31.455351,46.174032,7.253867,72.662522,mothbeans
35,55,21,30.415817,53.56587,8.563802,55.833231,mothbeans
11,51,21,31.019636,41.814208,5.131779,32.812965,mothbeans
16,51,21,31.019636,49.976752,3.532009,32.812965,mothbeans
22,51,21,28.390034,63.835839,3.751767,72.317659,mothbeans
25,50,21,27.170208,51.812801,6.044999,31.382461,mothbeans
23,47,21,30.012332,56.19019,6.613215,73.644254,mothbeans
22,46,21,31.165586,51.256373,8.727781,74.036779,mothbeans
21,45,21,27.10508,63.567914,5.79429,62.202796,mothbeans
23,45,21,31.465113,51.799394,8.985348,74.443307,mothbeans
26,45,21,31.465113,51.669211,6.005243,74.443307,mothbeans
35,44,21,25.993577,49.447715,4.582483,39.567581,mothbeans
36,44,21,25.125289,51.331894,4.516154,38.48679,mothbeans
37,44,21,26.421093,53.271624,5.236152,38.442976,mothbeans
18,43,21,29.806885,45.254301,5.497248,39.411049,mothbeans
24,42,21,25.542491,56.966408,7.887659,62.748038,mothbeans
36,42,21,25.049352,51.344071,4.52019,37.147375,mothbeans
16,41,21,30.166827,45.849337,5.505769,40.478525,mothbeans
29,41,21,31.493981,62.849169,8.869797,64.568076,mothbeans
30,41,21,31.999286,61.140272,8.89912,63.643365,mothbeans
39,41,21,29.422073,60.858216,8.056278,38.823627,mothbeans
12,39,21,28.993191,62.859482,8.183845,70.471304,mothbeans
39,39,21,29.346303,60.848592,8.604291,37.161171,mothbeans
12,38,21,28.912221,64.199592,8.160909,72.276579,mothbeans
28,38,21,30.050816,47.341469,7.568739,71.798761,mothbeans
18,37,21,24.018254,52.852977,7.245369,37.61509,mothbeans
24,37,21,30.573999,58.226868,5.818219,62.748038,mothbeans
5,36,21,28.186092,55.284173,9.40939,64.208731,mothbeans
5,60,20,31.302684,46.040232,3.836216,50.567299,mothbeans
26,60,20,27.287999,53.834859,4.327053,34.960466,mothbeans
5,59,20,27.992892,46.463441,6.755114,54.48848,mothbeans
27,59,20,28.009374,52.6095,4.397699,36.01203,mothbeans
17,58,20,31.128968,43.587888,7.354287,70.799345,mothbeans
38,58,20,31.674339,45.437558,7.33871,69.108401,mothbeans
17,57,20,28.506779,45.200945,3.793575,66.176146,mothbeans
17,57,20,28.506779,45.200945,7.887659,48.46797,mothbeans
27,57,20,28.981029,51.812065,4.348606,35.93472,mothbeans
28,57,20,30.477577,45.200945,9.416003,66.176146,mothbeans
29,57,20,25.609734,50.733007,5.877075,53.392495,mothbeans
37,57,20,31.100625,44.820692,7.354287,70.799345,mothbeans
0,56,20,26.748561,60.263295,7.607795,37.771385,mothbeans
15,56,20,28.044258,45.005408,3.810307,65.841501,mothbeans
29,56,20,25.900296,49.681957,5.88138,56.134002,mothbeans
30,56,20,25.557309,49.901353,5.842175,52.542739,mothbeans
35,56,20,30.704613,52.146523,8.681812,55.513144,mothbeans
36,56,20,31.048053,52.36092,8.629327,56.987386,mothbeans
36,56,20,25.412376,49.664743,7.437078,31.87417,mothbeans
35,54,20,26.331848,50.649393,7.151171,31.621739,mothbeans
1,53,20,26.784289,45.056697,5.319501,41.395114,mothbeans
27,51,20,27.91547,54.487853,9.450153,48.882935,mothbeans
35,51,20,25.224801,47.094028,8.318941,65.35581,mothbeans
10,49,20,26.296642,45.019569,8.638683,72.813784,mothbeans
15,49,20,29.743487,51.50808,4.754976,33.4381,mothbeans
4,47,20,25.97949,64.955854,4.193189,72.192458,mothbeans
4,47,20,25.97949,49.326096,5.490911,48.252078,mothbeans
39,46,20,29.395445,57.650676,6.863097,39.67827,mothbeans
28,45,20,30.802921,61.165606,8.329183,30.92014,mothbeans
40,45,20,29.376875,57.696229,6.878498,38.343035,mothbeans
29,44,20,30.041323,63.56223,8.620108,31.831924,mothbeans
35,44,20,27.095629,42.262062,8.340398,31.831924,mothbeans
40,44,20,29.364592,59.320264,7.416027,39.477693,mothbeans
40,44,20,28.999531,58.207329,7.086669,37.818316,mothbeans
29,43,20,30.041323,63.56223,4.523636,31.831924,mothbeans
30,42,20,30.297039,63.192712,8.599427,31.125265,mothbeans
39,42,20,29.349971,61.253539,8.055909,40.828407,mothbeans
11,41,20,26.859113,45.200945,5.131779,44.138271,mothbeans
11,41,20,27.907945,42.478972,5.082488,43.826918,mothbeans
29,41,20,31.062208,62.62939,8.693402,65.169505,mothbeans
39,41,20,29.341033,62.268325,8.055792,41.934762,mothbeans
11,40,20,29.206243,62.811424,7.690227,69.764558,mothbeans
12,39,20,28.993191,62.859482,7.437078,31.87417,mothbeans
21,39,20,27.082537,57.699363,6.624353,61.443961,mothbeans
21,39,20,27.061797,52.300317,7.388007,60.745835,mothbeans
21,39,20,27.039059,52.388363,7.370787,60.693774,mothbeans
21,38,20,27.376344,61.890778,5.964156,62.460386,mothbeans
21,38,20,27.10508,63.567914,5.79429,62.202796,mothbeans
21,38,20,27.508614,53.784856,7.106025,61.066072,mothbeans
23,37,20,28.123117,47.141686,8.273137,67.177417,mothbeans
5,36,20,29.206931,53.730072,9.727614,68.426913,mothbeans
7,36,20,28.951956,56.842872,9.152398,67.806083,mothbeans
5,35,20,28.929526,53.570147,9.679241,66.356341,mothbeans
5,35,20,29.888941,55.075477,9.644375,63.703122,mothbeans
21,35,20,25.428722,50.114887,6.187516,36.151877,mothbeans
24,35,20,29.655807,44.102345,9.027123,74.295622,mothbeans
25,35,20,28.902454,43.353657,8.923096,71.900186,mothbeans
6,59,19,28.433057,46.402708,6.352735,54.301682,mothbeans
7,59,19,29.600354,46.241647,5.285649,53.806304,mothbeans
29,59,19,28.107529,52.01795,4.365489,35.76247,mothbeans
23,58,19,24.170932,58.252046,5.243635,59.189534,mothbeans
27,58,19,27.975024,52.915541,4.960853,35.417917,mothbeans
36,58,19,31.947573,46.406255,7.458205,69.173596,mothbeans
9,57,19,27.044535,61.582453,5.490911,48.252078,mothbeans
29,57,19,25.585417,51.302023,5.858139,52.993797,mothbeans
23,56,19,24.018254,59.060583,5.440354,59.924722,mothbeans
32,56,19,28.110856,56.404045,8.245474,33.881919,mothbeans
17,55,19,27.733717,45.320574,3.93649,65.420337,mothbeans
2,51,19,25.876823,45.963419,5.838509,32.711293,mothbeans
3,51,19,27.603935,63.508435,4.634511,33.713915,mothbeans
4,51,19,28.431791,63.755379,4.533491,33.244608,mothbeans
9,51,19,27.044535,49.326096,5.490911,48.252078,mothbeans
23,51,19,24.170932,61.349001,5.243635,70.104721,mothbeans
40,51,19,31.017482,45.532532,6.714588,54.989701,mothbeans
9,50,19,26.90557,51.091169,5.682519,48.504818,mothbeans
26,50,19,27.317912,51.669211,6.005243,32.559196,mothbeans
26,50,19,27.351826,51.887847,6.162764,32.521869,mothbeans
13,47,19,28.329824,53.204417,6.109726,34.130597,mothbeans
10,46,19,26.959211,45.869434,5.325653,46.359073,mothbeans
9,45,19,28.700121,60.162995,7.699201,35.374932,mothbeans
11,45,19,28.700121,44.359648,3.828031,44.116221,mothbeans
11,45,19,29.337434,44.359648,8.914075,42.440543,mothbeans
17,45,19,26.858519,48.824639,6.455593,34.742646,mothbeans
24,45,19,26.858519,48.824639,5.952385,34.742646,mothbeans
40,45,19,29.174797,58.216622,6.932923,39.936188,mothbeans
38,43,19,29.280238,60.790703,8.095555,42.711371,mothbeans
11,41,19,26.859113,41.814208,5.131779,44.138271,mothbeans
19,41,19,26.859113,41.814208,6.164963,44.138271,mothbeans
39,41,19,27.636103,59.67822,6.546752,36.861906,mothbeans
20,40,19,27.030752,53.545443,7.420723,60.503185,mothbeans
37,40,19,26.156684,60.450097,6.255617,35.487409,mothbeans
21,38,19,27.693112,61.593271,5.75289,63.782479,mothbeans
35,38,19,25.36508,63.104368,9.00333,32.82866,mothbeans
35,38,19,25.326888,63.181803,9.112772,32.711293,mothbeans
35,38,19,25.326888,63.181803,9.112772,32.711293,mothbeans
22,37,19,27.21109,47.069896,5.431407,37.812903,mothbeans
36,37,19,25.445346,63.185584,8.94247,32.471436,mothbeans
11,36,19,24.018254,41.814208,7.214079,44.138271,mothbeans
22,35,19,25.759855,49.257666,5.946511,36.414309,mothbeans
8,60,18,31.2163,46.018682,3.808429,53.120528,mothbeans
8,59,18,30.912295,46.263247,3.680143,55.124405,mothbeans
8,58,18,31.170115,45.370364,4.345288,53.389894,mothbeans
16,58,18,30.531118,58.994904,4.618115,32.905612,mothbeans
17,58,18,27.82481,45.982024,5.904395,68.830939,mothbeans
23,58,18,24.018254,58.562172,5.282703,59.05239,mothbeans
12,57,18,28.969638,55.946104,7.424741,70.206746,mothbeans
17,57,18,27.981945,44.931145,5.92145,71.653645,mothbeans
3,56,18,28.32535,53.006396,8.732,51.06069,mothbeans
18,56,18,28.001664,45.540989,5.974864,69.924529,mothbeans
40,55,18,30.382579,40.592607,7.115994,47.954065,mothbeans
40,54,18,30.116539,41.612717,6.837285,46.895072,mothbeans
38,53,18,30.448056,40.009334,7.118999,45.211053,mothbeans
40,53,18,30.567633,42.126032,6.99195,49.578336,mothbeans
27,52,18,27.500831,52.848478,6.854867,32.357867,mothbeans
10,51,18,27.021042,49.665138,5.548304,46.205483,mothbeans
25,51,18,27.777995,54.821308,9.459493,50.284387,mothbeans
25,51,18,27.777995,54.107746,9.459493,50.284387,mothbeans
27,51,18,27.468906,52.642658,6.706581,32.393005,mothbeans
3,49,18,27.910952,64.709306,5.261286,32.678919,mothbeans
3,49,18,27.910952,64.709306,3.692864,32.678919,mothbeans
3,48,18,28.612542,63.332942,3.756957,31.85942,mothbeans
32,48,18,26.457078,56.402263,5.993514,64.161677,mothbeans
33,47,18,31.2163,46.018682,8.621514,63.918765,mothbeans
22,46,18,30.025723,54.120553,4.620915,47.984394,mothbeans
25,46,18,26.051415,50.20258,6.111348,34.433594,mothbeans
40,45,18,30.186702,55.793061,5.642924,32.671832,mothbeans
40,45,18,30.393979,55.305941,5.326676,31.220275,mothbeans
40,45,18,30.436837,55.20522,5.261286,30.92014,mothbeans
11,44,18,29.396749,45.658946,3.853683,43.643297,mothbeans
39,44,18,30.703114,54.618469,5.334057,30.92014,mothbeans
4,43,18,29.029553,61.093875,8.840656,72.980166,mothbeans
6,43,18,29.064756,60.579804,8.806236,74.443307,mothbeans
8,41,18,24.832066,44.17085,5.885097,53.120528,mothbeans
9,41,18,28.605364,41.457937,6.495757,48.00899,mothbeans
32,41,18,28.636189,61.394513,5.993514,68.548779,mothbeans
40,41,18,29.123946,62.379443,8.063991,40.599566,mothbeans
8,40,18,30.039567,41.16533,7.615996,51.188025,mothbeans
21,40,18,27.015152,52.906685,7.388932,61.910712,mothbeans
37,39,18,27.074717,61.721946,6.331364,35.564664,mothbeans
35,38,18,25.630164,62.788163,8.997366,31.649214,mothbeans
38,38,18,26.310518,61.187491,6.29413,35.734038,mothbeans
22,35,18,26.323004,47.39467,5.414842,36.193802,mothbeans
23,35,18,26.490833,47.365348,5.414493,36.993628,mothbeans
8,60,17,31.142558,44.849177,3.838023,53.94127,mothbeans
2,58,17,25.876823,45.963419,5.838509,32.767429,mothbeans
3,58,17,28.170472,52.742288,8.70404,51.962983,mothbeans
14,58,17,30.536843,59.966647,4.605701,33.48919,mothbeans
17,58,17,27.540782,44.773192,5.781265,69.513675,mothbeans
29,58,17,30.459955,62.244163,9.413476,62.640587,mothbeans
36,58,17,28.660242,59.318912,8.399136,36.926297,mothbeans
40,58,17,30.536843,40.592607,4.605701,47.954065,mothbeans
28,57,17,30.287061,63.680833,9.790088,63.255739,mothbeans
28,57,17,30.477577,61.582453,9.416003,61.866339,mothbeans
33,57,17,25.376845,48.526201,7.454269,33.315575,mothbeans
3,56,17,28.199121,53.505676,8.709292,52.135805,mothbeans
10,56,17,28.199121,53.505676,8.709292,58.276007,mothbeans
17,56,17,27.942937,45.413936,5.956585,69.6629,mothbeans
40,56,17,30.275464,40.030157,7.126323,48.460742,mothbeans
18,55,17,26.963412,43.893573,5.722886,70.030317,mothbeans
35,55,17,28.061748,56.952717,7.704082,58.855391,mothbeans
3,54,17,28.035617,51.629999,8.928743,51.485473,mothbeans
25,54,17,29.380639,61.480499,9.076923,65.464242,mothbeans
34,52,17,29.727129,48.302792,3.506279,39.51784,mothbeans
2,51,17,25.876823,45.963419,5.838509,38.532547,mothbeans
35,51,17,28.799292,49.842134,3.558823,40.855347,mothbeans
10,50,17,31.089778,41.664641,7.671891,54.635615,mothbeans
36,50,17,28.894748,51.140156,4.107455,40.440145,mothbeans
38,50,17,30.045572,47.627659,5.312832,47.982774,mothbeans
22,49,17,28.234947,61.562052,3.711059,63.918765,mothbeans
36,49,17,29.473104,49.97507,3.532971,41.362705,mothbeans
38,49,17,29.67785,46.412922,7.109791,55.828895,mothbeans
40,49,17,31.022159,45.892395,6.687275,53.567833,mothbeans
40,49,17,31.022159,49.603848,6.687275,53.567833,mothbeans
6,48,17,27.652072,60.616521,5.515211,34.787611,mothbeans
40,48,17,30.850092,46.544935,6.519958,54.340719,mothbeans
40,48,17,31.034438,47.333839,6.884554,53.886476,mothbeans
32,47,17,24.731294,48.354354,8.621979,65.779457,mothbeans
33,47,17,24.86804,48.27532,8.621514,63.918765,mothbeans
11,46,17,27.363534,53.998162,7.885715,34.180386,mothbeans
40,46,17,31.631337,55.674101,5.203704,30.92014,mothbeans
8,44,17,31.075959,41.109134,8.16949,54.315045,mothbeans
11,44,17,25.361308,53.713942,7.747705,35.886534,mothbeans
11,44,17,26.340433,55.591604,8.016211,35.10512,mothbeans
11,44,17,26.469794,55.988985,7.765277,35.011963,mothbeans
22,44,17,24.309351,56.329383,8.621514,58.995363,mothbeans
4,43,17,28.799292,61.093875,3.558823,40.855347,mothbeans
11,43,17,26.544733,57.309982,8.041952,37.120214,mothbeans
32,43,17,28.799292,49.842134,5.270749,40.855347,mothbeans
7,42,17,31.14726,41.013454,8.358978,54.039455,mothbeans
7,40,17,31.212394,40.926049,8.532079,53.7877,mothbeans
22,37,17,30.919265,49.526965,7.93491,66.890236,mothbeans
13,59,16,30.951529,61.306858,4.688922,34.699848,mothbeans
27,58,16,30.470801,61.755397,9.405705,61.792278,mothbeans
25,57,16,28.902454,57.142188,8.292876,71.900186,mothbeans
36,57,16,28.614091,57.142188,8.292876,57.028917,mothbeans
29,56,16,31.480368,61.027441,9.301796,60.403322,mothbeans
29,56,16,28.275694,54.794697,8.403148,31.920621,mothbeans
40,56,16,30.319771,40.009334,7.091197,48.136879,mothbeans
17,54,16,27.928828,46.580443,5.988071,68.106503,mothbeans
28,54,16,27.662491,54.817914,8.143134,32.965256,mothbeans
29,54,16,28.614091,54.6503,8.153023,57.028917,mothbeans
29,54,16,27.780315,54.6503,8.153023,32.050253,mothbeans
22,51,16,27.965837,61.349001,8.639586,70.104721,mothbeans
26,51,16,28.210574,61.281699,9.072385,68.625157,mothbeans
26,51,16,27.841323,55.627817,9.428886,49.319134,mothbeans
35,51,16,27.965837,61.349001,9.935091,65.675918,mothbeans
9,49,16,30.884827,41.365618,7.661537,55.053805,mothbeans
30,49,16,26.268978,53.606423,7.519972,40.884545,mothbeans
9,48,16,30.245886,42.475407,7.642854,54.27396,mothbeans
40,48,16,30.974751,45.585675,6.688587,54.751739,mothbeans
4,46,16,29.559859,63.14056,3.703475,66.202579,mothbeans
10,45,16,26.27471,56.452634,8.014718,35.711084,mothbeans
20,45,16,29.939649,54.618135,4.626212,45.436699,mothbeans
32,45,16,24.853865,46.657994,7.543256,59.254247,mothbeans
33,45,16,24.838494,47.82062,8.599184,62.759969,mothbeans
32,43,16,29.231332,59.523235,7.685712,67.376447,mothbeans
32,42,16,28.624013,61.259828,7.751278,67.009978,mothbeans
19,41,16,28.636189,61.394513,6.164963,68.548779,mothbeans
32,41,16,28.636189,61.394513,7.702287,68.548779,mothbeans
32,41,16,28.725676,61.440063,7.738846,68.42413,mothbeans
32,37,16,28.778334,61.394513,7.702287,68.548779,mothbeans
22,36,16,30.581395,50.771481,8.184229,64.585596,mothbeans
14,55,15,27.335809,55.277559,8.050304,73.447753,mothbeans
14,54,15,30.421517,56.491159,8.106131,45.995817,mothbeans
15,54,15,29.976024,57.030588,8.353018,44.860829,mothbeans
15,54,15,29.976043,57.031844,8.354958,44.860529,mothbeans
16,54,15,29.69192,55.552851,8.503953,45.60601,mothbeans
34,53,15,28.91108,61.199529,9.873043,65.220551,mothbeans
16,52,15,29.818189,56.780719,8.360848,48.723319,mothbeans
35,52,15,28.698413,61.147544,9.935091,65.675918,mothbeans
35,51,15,28.694857,61.161657,9.807494,65.840092,mothbeans
28,49,15,24.549392,55.078362,9.376907,39.82166,mothbeans
25,48,15,25.00483,55.92282,9.258915,40.128831,mothbeans
28,48,15,25.161254,55.254358,9.254089,40.897328,mothbeans
4,47,15,31.197007,60.355603,3.614124,66.147483,mothbeans
4,46,15,31.012749,62.403925,3.504752,63.771924,mothbeans
20,46,15,29.974922,54.738672,4.632585,46.274154,mothbeans
8,45,15,28.045576,60.942077,4.713469,33.948032,mothbeans
8,45,15,28.09569,60.983538,4.611364,33.841108,mothbeans
10,45,15,26.281791,56.376244,8.022757,34.058952,mothbeans
11,44,15,26.161106,55.095571,8.029198,36.355339,mothbeans
20,44,15,29.971377,53.918881,4.651181,43.610771,mothbeans
29,42,15,24.758848,45.66052,5.819167,52.547565,mothbeans
29,42,15,24.610603,45.76322,5.824367,50.693535,mothbeans
30,41,15,24.832066,44.17085,5.885097,52.081089,mothbeans
7,39,15,31.237125,41.187793,8.524077,54.822625,mothbeans
7,60,25,28.275317,82.760208,6.397637,56.049954,mungbean
33,60,25,29.670418,84.346329,7.05125,39.528466,mungbean
34,60,25,29.784167,85.16907,6.793856,40.778728,mungbean
3,59,25,27.641454,82.998445,6.420233,52.436155,mungbean
3,59,25,27.62659,81.324088,6.218924,52.003841,mungbean
4,59,25,27.685151,84.342627,6.635969,54.622433,mungbean
4,59,25,27.685151,81.942686,6.227134,54.622433,mungbean
11,59,25,27.254587,88.872067,7.068324,51.092293,mungbean
23,59,25,27.826262,88.731002,6.320768,56.688338,mungbean
23,59,25,27.645133,88.342003,6.528369,54.889995,mungbean
24,59,25,28.224713,82.359162,6.428054,56.688338,mungbean
33,59,25,29.827287,85.100905,6.771116,41.558912,mungbean
20,58,25,27.966741,87.983153,6.481443,54.846998,mungbean
25,58,25,27.758546,89.128499,6.349951,56.325267,mungbean
13,57,25,28.300415,86.206816,6.863086,50.473339,mungbean
4,56,25,27.38539,88.66664,6.227134,58.299331,mungbean
9,55,25,29.914544,89.996156,7.199495,43.177576,mungbean
13,55,25,27.308322,87.854222,7.000327,51.083375,mungbean
31,51,25,27.535929,85.57019,7.196774,53.018992,mungbean
37,50,25,29.756951,88.313736,6.535227,55.015333,mungbean
1,49,25,29.324931,86.453665,6.218924,57.564846,mungbean
27,49,25,27.840265,89.996156,7.063022,52.84626,mungbean
37,49,25,29.914544,85.853844,6.41546,41.390815,mungbean
37,49,25,29.912709,85.844203,6.420787,41.382197,mungbean
27,46,25,29.454913,80.114115,6.509243,57.911849,mungbean
30,44,25,29.891291,86.899341,7.128511,50.467461,mungbean
36,42,25,27.963909,88.153782,6.350716,59.872321,mungbean
23,40,25,28.275831,82.138311,6.445162,41.090432,mungbean
27,40,25,27.807767,89.996156,7.043241,51.917904,mungbean
29,39,25,27.900877,89.996156,7.119808,52.499766,mungbean
30,38,25,29.914544,80.034996,7.199495,55.8365,mungbean
28,37,25,27.531932,89.996156,7.199495,48.032963,mungbean
29,37,25,28.436835,80.144872,7.120032,54.796013,mungbean
29,37,25,29.891291,88.439398,7.120032,48.566902,mungbean
30,37,25,29.891291,80.144872,7.120032,54.796013,mungbean
30,37,25,29.295692,83.220633,7.123832,52.486145,mungbean
34,37,25,28.44525,80.144872,7.120032,58.187132,mungbean
24,36,25,28.224713,82.359162,6.428054,48.566902,mungbean
29,36,25,29.1283,81.220107,7.165596,55.446735,mungbean
29,36,25,27.965602,89.973277,7.174824,50.361334,mungbean
29,36,25,28.285115,88.439398,7.130279,48.566902,mungbean
29,35,25,27.987222,87.187871,7.108195,48.73237,mungbean
1,60,24,27.366429,86.86776,7.193128,43.852826,mungbean
1,59,24,28.636281,87.17649,7.184399,48.483193,mungbean
6,59,24,27.58218,83.881926,6.465379,53.5805,mungbean
2,58,24,27.32012,88.126547,7.191276,45.634343,mungbean
12,58,24,27.842362,87.298016,6.943864,50.770296,mungbean
12,58,24,28.03447,86.840365,6.909985,50.645752,mungbean
9,57,24,29.892328,89.715033,7.165121,42.99499,mungbean
9,57,24,28.809577,86.705065,6.913401,42.730658,mungbean
12,56,24,28.346213,86.61199,6.773334,50.476932,mungbean
33,56,24,28.200318,84.067094,7.027814,55.261473,mungbean
32,50,24,27.728958,84.517204,7.142485,51.40324,mungbean
31,49,24,27.386351,85.757801,7.157133,52.590848,mungbean
1,48,24,29.345946,85.604726,6.232837,59.0363,mungbean
6,48,24,28.636281,84.614311,6.790736,48.483193,mungbean
31,48,24,29.345946,85.604726,7.121571,51.526174,mungbean
7,47,24,28.566684,84.424833,6.79182,48.777066,mungbean
11,46,24,27.652802,89.806506,6.459252,56.52558,mungbean
11,46,24,27.654647,89.764183,6.458371,56.415853,mungbean
24,45,24,28.941394,86.4217,6.930118,52.900981,mungbean
27,40,24,27.014704,88.309234,7.199495,54.55319,mungbean
27,40,24,27.840265,89.996156,7.063022,52.84626,mungbean
27,40,24,27.87305,89.881424,7.067979,52.530875,mungbean
1,38,24,29.755389,86.451933,6.232837,59.0363,mungbean
29,36,24,29.738479,82.93449,7.1355,56.945329,mungbean
19,35,24,27.296303,82.320887,6.960315,50.414411,mungbean
19,35,24,27.766056,83.490234,7.106109,49.414908,mungbean
19,35,24,27.110304,83.642741,6.883308,49.119646,mungbean
11,60,23,27.336844,88.502291,7.033013,51.098026,mungbean
12,60,23,27.379566,88.950642,7.030212,54.073052,mungbean
29,60,23,27.336844,88.502291,7.033013,43.120633,mungbean
1,59,23,27.46853,87.17649,7.184399,43.78421,mungbean
9,59,23,29.914544,89.24831,7.199495,41.97992,mungbean
34,59,23,28.562122,83.248559,6.935804,56.482652,mungbean
30,58,23,28.860921,83.370233,6.90788,58.915309,mungbean
32,58,23,28.535921,87.149083,6.747065,43.679934,mungbean
32,57,23,28.873273,87.786648,6.796726,44.646305,mungbean
11,55,23,27.336844,88.502291,7.033013,51.098026,mungbean
19,55,23,27.860987,80.366713,6.869349,42.365464,mungbean
21,54,23,28.574239,84.024795,6.699295,40.221138,mungbean
28,51,23,29.650212,80.298683,6.679127,56.762784,mungbean
36,51,23,29.76839,88.817003,6.54183,57.94929,mungbean
4,50,23,27.685151,81.942686,6.227134,56.019132,mungbean
37,50,23,29.652969,88.485874,6.530471,56.019132,mungbean
37,50,23,29.86779,88.610779,6.530949,54.292585,mungbean
10,48,23,27.578918,86.974785,6.393357,50.904378,mungbean
10,47,23,27.640955,87.143805,6.446465,46.859474,mungbean
22,46,23,28.285911,88.524425,7.199495,57.987589,mungbean
